4,5,6,5,7,8,4,8,9,8,9,0,1,0,0,0,0,0,0,9
0,9,7,0,6,4,5,6,5,5,9,0,2,9,9,9,9,7,0,0
4,1,0,3,7,0,5,5,3,0,9,0,9,9,2,9,3,1,3,2
5,5,7,6,7,5,3,5,4,9,9,0,0,2,2,2,0,0,2,3
7,4,5,4,2,3,4,6,4,1,1,1,0,0,9,0,9,9,0,9
5,6,5,9,5,9,4,4,1,4,1,0,9,1,9,0,1,0,9,3
4,4,0,4,9,5,4,5,5,3,9,0,1,0,9,0,0,0,0,0
7,4,3,4,0,6,4,5,9,8,3,0,2,9,0,9,1,0,9,9
9,5,2,0,1,3,1,5,9,5,9,1,1,1,1,9,9,0,1,9
0,3,9,7,6,4,4,5,4,0,9,9,9,0,2,9,0,0,0,0
6,3,7,5,4,6,6,5,6,6,0,0,5,5,0,0,0,0,0,0
5,8,5,6,6,7,7,6,5,7,0,5,5,5,5,4,0,0,0,0
5,6,6,7,6,5,7,5,7,3,0,1,4,3,3,1,5,3,1,0
7,6,7,6,7,5,7,5,7,6,0,5,5,0,0,4,1,3,3,0
7,7,7,4,5,5,2,6,6,5,0,8,1,1,2,1,5,0,2,0
6,7,3,5,8,6,1,7,6,3,0,9,0,9,0,1,2,3,3,0
6,6,6,5,4,4,7,1,5,7,0,3,5,4,5,6,2,8,4,0
4,7,7,5,4,5,5,6,7,8,0,6,4,7,3,3,7,6,6,0
5,3,3,3,5,6,5,7,6,6,0,0,0,3,0,0,0,0,0,0
7,6,6,5,3,4,7,5,6,7,0,0,0,0,0,0,0,0,0,0
