9,5,6,3,4,9,0,7,5,4,0,1,9,1,0,1,0,9,0,0
9,7,8,9,3,3,4,1,4,3,0,2,9,1,0,2,9,2,1,1
7,0,9,5,5,9,5,7,3,4,0,0,9,0,9,0,2,9,0,9
2,7,5,3,9,0,6,4,5,3,2,0,1,2,2,0,9,0,9,0
4,3,5,0,4,0,4,5,4,8,2,9,9,9,2,0,9,0,1,9
0,8,5,5,5,5,6,6,2,5,0,9,1,2,2,9,9,0,1,0
4,8,3,4,0,5,4,9,9,6,9,2,0,9,1,2,1,1,0,0
6,5,7,0,4,5,4,0,7,6,3,3,9,0,0,0,1,0,0,1
4,5,5,5,5,9,4,0,5,3,9,2,1,2,9,0,0,0,0,0
5,5,4,9,4,9,4,9,6,3,2,0,9,0,1,1,9,9,1,9
8,6,7,8,8,7,8,7,8,8,0,0,0,0,0,0,0,0,0,0
7,8,6,8,7,7,7,6,7,7,0,0,0,0,0,0,0,0,0,0
7,8,8,8,8,7,7,8,7,8,0,5,0,4,0,8,5,0,0,0
7,7,8,7,8,7,7,7,7,7,0,1,2,6,3,2,3,5,6,0
6,8,8,8,7,8,7,6,7,8,0,1,1,5,7,9,4,4,4,0
7,6,8,7,8,7,7,7,7,8,0,1,5,9,3,1,2,6,1,0
8,7,6,7,5,7,8,7,6,8,0,5,0,1,0,3,5,0,2,0
7,7,7,8,8,8,7,7,8,7,0,0,6,3,3,1,5,4,2,0
7,8,8,8,7,7,7,8,7,7,0,0,0,0,0,0,0,0,0,0
8,6,8,7,7,6,7,8,7,6,0,0,0,0,0,0,0,0,0,0
