4,7,4,6,6,0,8,4,9,5,0,9,0,1,1,9,0,0,0,2
8,5,7,7,1,0,6,4,5,6,3,2,9,9,9,0,0,0,0,0
3,5,4,6,2,4,4,5,0,9,3,9,2,3,2,2,9,9,9,2
0,0,4,1,5,4,3,5,4,1,0,1,9,2,9,2,2,2,2,0
3,4,3,4,8,4,5,4,7,4,2,9,9,0,9,0,0,0,9,3
5,5,6,3,2,4,4,2,0,5,9,9,9,0,1,0,0,9,9,2
4,5,7,4,5,0,6,5,0,4,0,2,0,9,9,2,1,9,2,0
0,3,0,7,0,4,4,6,9,6,3,3,3,1,2,0,9,9,9,0
5,6,5,3,5,5,9,5,8,3,9,2,2,2,1,9,9,2,0,1
5,9,7,5,5,4,5,0,9,5,2,9,9,0,9,9,9,1,9,9
7,8,8,8,8,7,8,7,8,8,0,0,0,0,0,0,0,0,0,0
8,8,8,8,7,8,8,7,8,8,0,0,0,0,0,0,0,0,0,0
8,8,8,8,8,7,8,8,7,8,0,0,5,5,0,8,4,1,1,0
7,7,8,7,8,8,8,7,8,7,0,2,4,0,4,0,2,0,0,0
7,8,7,8,7,8,7,7,7,7,0,2,6,8,2,6,3,0,3,0
7,8,7,7,8,8,8,7,7,7,0,7,0,9,1,1,0,7,4,0
7,8,7,8,8,8,8,7,8,8,0,3,2,3,3,4,2,3,6,0
8,8,8,7,7,7,7,8,7,7,0,1,0,4,3,2,2,1,8,0
8,7,7,7,8,7,8,8,8,7,0,0,0,0,0,0,0,0,0,0
7,8,8,7,8,7,7,8,7,8,0,0,0,0,0,0,0,0,0,0
