6,4,4,5,9,4,4,4,9,2,2,9,1,9,9,0,0,9,9,9
9,7,4,3,1,5,9,3,4,5,0,9,0,1,2,2,2,0,3,0
7,4,2,2,4,6,4,8,5,7,0,0,1,1,9,1,0,9,0,0
3,0,9,9,4,5,3,4,0,4,2,0,0,9,2,2,9,9,0,0
6,3,5,9,4,6,5,4,5,8,2,1,1,0,9,2,0,2,9,2
6,9,0,5,9,5,4,5,9,4,0,9,9,9,9,9,0,2,2,9
4,2,0,7,4,4,6,6,1,9,1,1,2,2,2,2,0,2,9,9
8,8,4,9,2,5,2,5,5,5,2,0,2,9,9,9,1,9,0,2
9,3,4,6,8,4,3,5,4,9,1,2,1,0,0,0,9,1,0,2
7,3,4,2,7,9,3,3,5,4,0,0,1,0,0,0,1,1,1,2
6,8,7,8,7,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0
7,7,7,6,8,7,8,6,7,8,0,0,0,0,0,0,0,0,0,0
8,6,7,8,8,7,7,6,7,8,0,1,3,0,1,6,2,2,5,0
7,8,6,7,8,8,7,7,8,7,0,1,4,4,2,2,5,7,0,0
7,6,6,7,7,8,7,7,8,7,0,2,1,3,2,0,4,9,1,0
7,7,8,7,7,7,7,7,8,8,0,0,3,0,1,2,1,7,1,0
8,8,7,8,7,7,7,8,7,8,0,6,6,3,1,8,3,6,1,0
7,8,8,6,8,7,8,7,7,8,0,3,1,9,3,6,1,3,6,0
7,7,7,8,8,8,8,7,8,7,0,0,0,0,0,0,0,0,0,0
7,8,7,8,8,7,8,8,7,7,0,0,0,0,0,0,0,0,0,0
