4,5,5,0,0,7,5,5,5,4,0,0,0,0,2,9,1,9,9,1
6,4,6,7,5,2,2,0,6,5,0,0,0,0,2,9,9,9,2,0
7,4,9,6,7,4,1,6,5,4,2,9,9,0,9,9,0,9,2,0
6,9,3,4,2,7,4,5,4,7,3,1,9,0,9,9,0,1,9,9
4,6,5,5,0,9,4,0,3,5,9,9,9,2,1,9,2,9,3,0
5,8,4,6,0,4,3,5,8,4,9,9,9,0,2,2,0,1,2,2
0,9,6,4,7,5,5,9,6,6,2,0,0,2,9,0,2,2,9,0
0,4,0,0,4,9,1,6,5,0,2,0,0,9,9,2,9,0,0,9
7,0,6,5,4,4,0,5,0,5,2,2,9,0,9,9,9,1,0,1
1,5,7,5,0,8,8,7,5,4,9,9,9,2,9,0,0,0,0,2
7,6,8,8,7,8,7,7,7,7,0,0,0,0,0,0,0,0,0,0
7,7,8,7,8,8,7,7,7,7,0,0,0,0,0,0,0,0,0,0
8,8,8,8,8,8,7,7,7,8,7,1,2,2,7,4,0,1,1,0
7,8,8,8,8,7,8,7,7,7,7,1,4,3,3,5,0,2,1,1
7,8,7,8,7,8,8,8,8,7,7,3,2,1,3,2,0,4,1,7
7,8,7,7,7,8,8,8,6,8,3,2,5,8,3,6,6,1,0,7
8,8,7,6,7,7,7,8,8,8,5,3,3,5,1,0,1,3,1,7
7,7,8,8,8,8,8,7,8,8,0,1,1,3,3,2,1,0,0,7
8,7,8,7,7,8,8,8,8,7,0,0,0,0,0,0,0,0,0,0
7,7,8,8,8,8,8,8,7,8,0,0,0,0,0,0,0,0,0,0
