5,5,7,4,6,4,1,4,7,7,2,0,9,0,0,1,9,0,9,0
5,5,4,4,0,7,5,5,6,6,3,2,0,2,1,1,1,0,3,2
1,4,6,4,9,5,4,5,7,5,9,2,1,0,1,0,2,0,9,3
4,8,9,7,4,4,9,4,0,6,0,0,2,9,9,2,1,2,0,9
4,4,5,4,4,9,3,4,3,1,0,2,9,9,0,2,0,1,9,2
5,4,6,5,2,8,4,0,9,5,9,9,9,0,9,1,0,0,9,9
4,5,7,4,4,3,4,8,5,2,0,9,1,2,9,0,0,9,0,9
9,4,9,4,0,4,0,1,3,0,9,9,1,3,0,0,0,2,0,9
4,9,4,0,3,5,4,6,4,8,0,0,9,9,1,0,0,2,1,0
9,5,9,5,6,7,6,4,3,9,1,9,9,1,1,1,0,1,9,9
7,6,6,6,6,8,7,7,7,8,0,0,0,0,0,0,0,0,0,0
8,8,8,6,7,8,6,6,8,6,0,0,0,0,0,0,0,0,0,0
8,6,7,8,6,7,7,8,7,7,0,0,2,0,4,6,4,3,1,0
8,7,7,7,8,7,7,7,6,8,0,4,3,8,1,5,4,1,1,0
7,6,8,8,7,7,7,6,7,8,0,1,4,1,4,6,8,0,0,0
7,7,8,8,7,7,7,7,8,6,0,4,1,4,1,7,1,0,1,0
7,8,6,8,8,6,7,7,7,8,0,0,4,9,0,0,3,1,1,0
7,8,7,7,7,7,7,8,7,7,0,6,2,3,4,3,4,0,2,0
7,6,7,8,7,7,8,8,8,8,0,0,0,0,0,0,0,0,0,0
7,7,8,6,8,6,7,7,8,7,0,0,0,0,0,0,0,0,0,0
