5,4,6,9,6,5,9,0,5,3,9,0,0,0,0,0,0,1,1,2
2,5,9,2,9,5,5,4,0,8,9,1,1,0,0,0,0,2,9,9
4,6,5,6,4,0,8,4,7,5,1,9,0,9,1,1,1,9,2,2
4,4,5,9,7,5,0,4,6,4,9,0,9,1,9,0,1,9,0,9
5,4,5,9,3,4,4,6,4,6,0,1,2,1,0,9,9,1,1,0
5,4,6,3,3,0,3,2,5,4,4,0,0,9,9,1,9,0,0,9
0,8,5,9,9,7,4,5,9,4,9,9,9,9,0,1,2,9,9,9
4,3,8,4,6,3,9,5,4,6,9,0,1,1,0,0,9,0,2,3
5,3,5,5,8,9,6,9,9,4,9,0,0,1,0,1,1,9,9,9
1,9,9,6,3,8,0,0,5,9,1,9,1,0,1,0,9,9,9,9
8,8,8,8,8,7,8,8,7,8,0,0,0,0,0,0,0,0,0,0
7,8,8,8,8,7,8,7,7,8,0,0,0,0,0,0,0,0,0,0
8,8,8,8,7,7,8,8,7,8,0,0,1,1,1,1,3,0,0,0
8,8,7,7,8,8,7,8,8,8,0,2,1,4,0,1,4,5,2,0
8,8,7,8,8,8,8,7,7,7,8,2,7,8,1,4,5,3,1,0
7,7,8,8,7,7,7,7,7,7,8,6,1,5,4,2,6,2,3,0
7,7,8,8,8,8,7,8,7,8,8,4,4,6,3,1,5,7,0,0
7,7,7,8,7,8,8,8,7,8,0,3,1,3,4,4,3,0,7,0
7,8,8,7,7,7,7,7,8,7,0,0,0,0,0,0,0,0,0,0
8,8,7,8,8,7,7,8,8,8,0,0,0,0,0,0,0,0,0,0
