4,4,6,9,4,5,9,6,5,3,9,0,0,0,0,0,0,1,1,9
2,5,1,9,9,5,5,4,4,8,3,1,1,0,0,0,0,9,9,0
4,9,5,6,5,9,8,4,4,9,0,9,0,9,1,1,1,9,9,9
4,4,5,9,8,5,0,4,4,4,0,0,0,1,0,0,1,0,9,9
5,6,5,4,8,6,4,6,4,6,0,1,2,1,0,0,9,1,1,0
4,4,2,3,7,0,0,2,5,4,0,0,0,0,0,1,9,0,1,9
4,8,5,9,9,3,4,5,5,4,9,9,9,9,0,1,2,9,9,0
7,3,8,8,6,0,9,5,4,5,9,0,1,9,2,0,0,0,2,0
5,3,5,5,0,9,6,9,9,4,9,1,0,9,1,9,1,9,0,9
3,9,9,6,3,8,6,0,8,9,0,1,1,0,1,0,9,0,9,9
8,7,8,8,8,7,8,8,8,8,0,0,0,0,0,0,0,0,0,0
7,8,7,7,8,8,8,7,7,8,0,0,0,0,0,0,0,0,0,0
8,8,8,8,7,7,8,8,7,8,0,6,1,0,0,1,2,0,0,0
8,7,7,7,7,8,7,8,8,8,8,2,1,2,0,1,1,1,2,0
8,8,8,8,8,8,8,7,8,7,8,2,7,8,1,3,0,4,5,0
7,7,8,7,7,7,7,7,7,8,8,6,1,8,4,2,0,2,3,0
7,7,8,8,8,7,7,8,8,8,8,4,4,4,3,1,5,7,0,0
7,7,7,8,8,8,7,8,7,8,0,3,1,3,4,4,3,0,7,0
7,8,8,7,7,7,7,7,8,8,0,0,0,0,0,0,0,0,0,0
8,8,7,7,8,7,8,8,8,8,0,0,0,0,0,0,0,0,0,0
